LSOA code,LSOA name,Index of Multiple Deprivation (IMD) Rank,Index of Multiple Deprivation (IMD) Decile,Income Rank,Income Decile,Employment Rank,Employment Decile,"Education, Skills and Training Rank","Education, Skills and Training Decile",Health Deprivation and Disability Rank,Health Deprivation and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile
E01003960,Southwark 012A,9373,3,10965,4,16593,6,25770,8,13627,5,5538,2,2997,1,1252,1
E01003961,Southwark 012B,4927,2,3979,2,5513,2,15331,5,7561,3,6007,2,5284,2,3752,2
E01003963,Southwark 016A,4510,2,2933,1,4523,2,14046,5,8233,3,5950,2,4336,2,7607,3
E01003964,Southwark 015A,5759,2,7268,3,8021,3,15091,5,15704,5,1587,1,5322,2,1286,1
E01003966,Southwark 015B,6529,2,6321,2,10365,4,15351,5,9153,3,3468,2,4568,2,3743,2
E01003967,Southwark 016B,7376,3,8322,3,9414,3,14717,5,12916,4,6486,2,2006,1,4930,2
E01003968,Southwark 015C,2741,1,935,1,4403,2,12845,4,6440,2,5407,2,2306,1,6868,3
E01003969,Southwark 017B,11322,4,11099,4,18139,6,20880,7,20934,7,5101,2,5788,2,2223,1
E01003970,Southwark 016C,4575,2,3422,2,8953,3,13349,5,11681,4,798,1,4406,2,4194,2
E01003971,Southwark 015D,2115,1,574,1,3793,2,13701,5,8615,3,1874,1,3582,2,3325,2
E01003972,Southwark 016D,9184,3,8123,3,12921,4,19015,6,12630,4,8882,3,3872,2,4028,2
E01003973,Southwark 016E,8110,3,7201,3,10979,4,13273,5,11295,4,6309,2,4827,2,6701,3
E01003974,Southwark 015E,5766,2,4157,2,8244,3,12128,4,14593,5,3999,2,4376,2,4221,2
E01003975,Southwark 004A,7524,3,5115,2,8685,3,14168,5,14604,5,7140,3,3540,2,10775,4
E01003976,Southwark 003A,7826,3,8274,3,14028,5,18846,6,8927,3,6414,2,4698,2,1442,1
E01003977,Southwark 010A,9324,3,8765,3,10238,4,15578,5,10865,4,11636,4,4806,2,7179,3
E01003978,Southwark 004B,12106,4,10558,4,18001,6,20494,7,20036,7,13686,5,4026,2,2710,1
E01003979,Southwark 006E,8253,3,9148,3,11412,4,20512,7,5169,2,7566,3,4070,2,6293,2
E01003980,Southwark 013A,6731,3,6379,2,7952,3,17504,6,6176,2,8121,3,6499,2,4018,2
E01003981,Southwark 006F,9885,4,15373,5,19653,6,16611,6,7934,3,3956,2,2915,1,3801,2
E01003983,Southwark 018A,7479,3,4831,2,6929,3,11682,4,19020,6,11283,4,4570,2,9021,3
E01003984,Southwark 023A,5815,2,5130,2,9277,3,21212,7,9659,3,1666,1,3704,2,4290,2
E01003986,Southwark 011A,4827,2,3102,1,4956,2,6897,3,10499,4,5673,2,6602,3,12600,4
E01003987,Southwark 011B,6166,2,3673,2,6189,2,9969,4,9298,3,14733,5,4100,2,14783,5
E01003988,Southwark 018B,7224,3,7372,3,9550,3,12635,4,16644,6,7097,3,2442,1,3588,2
E01003989,Southwark 018C,8567,3,5882,2,10378,4,15283,5,21462,7,5878,2,2889,1,10806,4
E01003990,Southwark 018D,7510,3,3883,2,7056,3,18526,6,13366,5,12544,4,4082,2,12554,4
E01003991,Southwark 017C,4497,2,2521,1,6220,2,11621,4,5686,2,7353,3,4966,2,7847,3
E01003992,Southwark 014A,6909,3,4353,2,7075,3,14131,5,12335,4,12942,4,3060,1,10632,4
E01003993,Southwark 017D,8831,3,6800,3,9589,3,18807,6,12575,4,14312,5,2628,1,8553,3
E01003994,Southwark 012E,5652,2,5441,2,7905,3,14941,5,8646,3,2040,1,3532,2,7845,3
E01003995,Southwark 014B,5860,2,6296,2,5686,2,20535,7,5170,2,5787,2,5881,2,4886,2
E01003997,Southwark 017E,7905,3,7161,3,11327,4,24886,8,13328,5,2684,1,5639,2,2880,1
E01003998,Southwark 014D,10677,4,13382,5,12960,4,23726,8,11347,4,12065,4,6405,2,1418,1
E01003999,Southwark 014E,11075,4,9141,3,12832,4,19772,7,16268,5,10417,4,3844,2,8561,3
E01004000,Southwark 026A,9040,3,7847,3,8463,3,16984,6,13061,4,12246,4,5412,2,6507,2
E01004001,Southwark 026B,5613,2,4140,2,5011,2,14558,5,5878,2,12981,4,3169,1,13943,5
E01004002,Southwark 029A,16486,6,18789,6,15600,5,24973,8,20329,7,12132,4,10031,4,4471,2
E01004003,Southwark 023B,5683,2,4732,2,5143,2,17003,6,7981,3,6641,3,2916,1,11554,4
E01004004,Southwark 023C,7230,3,6827,3,9117,3,18256,6,8208,3,6657,3,3317,2,6544,2
E01004005,Southwark 023D,3029,1,2802,1,3134,1,16034,5,3234,1,5943,2,2483,1,5365,2
E01004006,Southwark 023E,9908,4,11101,4,14899,5,19944,7,12360,4,7406,3,4408,2,2438,1
E01004007,Southwark 018E,4448,2,1316,1,4430,2,17951,6,9607,3,9479,3,4261,2,13426,5
E01004008,Southwark 022B,5948,2,4236,2,6087,2,17555,6,12420,4,4665,2,5301,2,5769,2
E01004010,Southwark 022D,6961,3,6372,2,10973,4,15007,5,16243,5,1251,1,3946,2,6691,3
E01004011,Southwark 019B,7560,3,4973,2,8484,3,19425,6,12953,4,12224,4,2096,1,8796,3
E01004012,Southwark 019C,9413,3,6942,3,10569,4,21252,7,15887,5,13684,5,1538,1,10684,4
E01004013,Southwark 019D,4531,2,2859,1,4575,2,19232,6,7933,3,5115,2,2365,1,10911,4
E01004014,Southwark 019E,6313,2,3597,2,6738,3,19399,6,8697,3,18557,6,1295,1,13482,5
E01004015,Southwark 028C,12177,4,16470,6,19877,7,30312,10,10151,4,1679,1,10422,4,3367,2
E01004016,Southwark 029B,14185,5,12230,4,13321,5,24145,8,16974,6,14751,5,7439,3,8205,3
E01004017,Southwark 029C,18340,6,16407,5,18022,6,30196,10,17793,6,16845,6,12124,4,6295,2
E01004018,Southwark 032E,22986,7,21893,7,24780,8,31409,10,23047,8,19616,6,17442,6,4315,2
E01004019,Southwark 026C,11364,4,7090,3,10344,4,24117,8,15602,5,18123,6,4352,2,13266,5
E01004020,Southwark 029D,9018,3,5205,2,9134,3,19894,7,17695,6,18736,6,1441,1,15097,5
E01004021,Southwark 028D,19109,6,17155,6,19844,7,27419,9,21650,7,18540,6,8117,3,7709,3
E01004022,Southwark 004C,11006,4,9547,3,14781,5,22677,7,15493,5,4649,2,4373,2,8828,3
E01004023,Southwark 004D,8739,3,8267,3,12362,4,17757,6,11557,4,2630,1,6418,2,7297,3
E01004024,Southwark 011C,7463,3,6518,2,10372,4,13797,5,4624,2,7758,3,5337,2,12563,4
E01004027,Southwark 003E,14772,5,12603,4,16836,6,22563,7,16051,5,27581,9,5163,2,5244,2
E01004028,Southwark 004E,9929,4,7766,3,11586,4,20930,7,9304,3,8937,3,4307,2,13791,5
E01004029,Southwark 001A,21736,7,19118,6,27336,9,28054,9,20913,7,17795,6,7428,3,10125,4
E01004030,Southwark 007A,10804,4,9370,3,11884,4,17713,6,14149,5,9094,3,5241,2,9641,3
E01004031,Southwark 007B,10212,4,10896,4,16639,6,24428,8,16908,6,2062,1,4084,2,4277,2
E01004032,Southwark 001B,26745,9,31910,10,32478,10,28703,9,24893,8,18870,6,6928,3,10394,4
E01004033,Southwark 007C,9550,3,7256,3,12221,4,21899,7,16518,6,4132,2,4841,2,7938,3
E01004034,Southwark 007D,10360,4,8244,3,12511,4,14850,5,15298,5,10754,4,4256,2,9455,3
E01004035,Southwark 011D,5462,2,6236,2,8574,3,16069,5,2521,1,2429,1,5077,2,10825,4
E01004036,Southwark 007E,7294,3,5207,2,8442,3,15363,5,12283,4,9111,3,4363,2,6510,2
E01004037,Southwark 010B,10262,4,8679,3,13340,5,24015,8,12692,4,9148,3,2532,1,8005,3
E01004038,Southwark 010C,12539,4,10419,4,15185,5,22078,7,19257,6,9866,4,2721,1,11581,4
E01004039,Southwark 013B,12335,4,14290,5,19318,6,21998,7,20983,7,7192,3,3385,2,2386,1
E01004040,Southwark 013C,4297,2,3461,2,5297,2,17055,6,9233,3,3832,2,2126,1,4812,2
E01004041,Southwark 013D,9349,3,9700,3,12370,4,17524,6,16469,6,4851,2,2488,1,7257,3
E01004042,Southwark 010D,2987,1,2045,1,4120,2,9295,3,4691,2,2069,1,5174,2,9138,3
E01004043,Southwark 010E,9939,4,12345,4,12540,4,12522,4,12943,4,4070,2,5922,2,7824,3
E01004044,Southwark 013E,7490,3,6265,2,7258,3,13903,5,9660,3,11788,4,5259,2,7795,3
E01004045,Southwark 027A,9397,3,5685,2,7497,3,18230,6,14852,5,24340,8,3702,2,13750,5
E01004046,Southwark 028E,16709,6,16144,5,17764,6,28109,9,17516,6,10376,4,11800,4,5576,2
E01004047,Southwark 027B,11150,4,7447,3,11147,4,16473,6,14241,5,21907,7,5271,2,11649,4
E01004048,Southwark 027C,13921,5,12234,4,16323,5,24183,8,18179,6,11690,4,8821,3,3975,2
E01004049,Southwark 027D,17287,6,14302,5,22408,7,18791,6,20709,7,21635,7,3827,2,11852,4
E01004050,Southwark 024D,19440,6,24223,8,29821,10,31931,10,26631,9,10372,4,5024,2,2159,1
E01004051,Southwark 027E,24843,8,27387,9,31586,10,25892,8,19545,6,18865,6,9364,3,9861,4
E01004052,Southwark 024E,18182,6,18363,6,18554,6,29643,10,22304,7,10492,4,7884,3,7546,3
E01004053,Southwark 001C,26189,8,28021,9,30318,10,28031,9,19862,7,22242,7,7993,3,14717,5
E01004054,Southwark 001D,26623,9,29659,10,32299,10,32156,10,22254,7,21904,7,5273,2,13468,5
E01004055,Southwark 001E,4596,2,5039,2,5119,2,9309,3,9793,3,5381,2,757,1,12859,4
E01004056,Southwark 008A,14645,5,12552,4,15376,5,23568,8,15406,5,12156,4,5725,2,13020,4
E01004057,Southwark 008B,13026,4,11294,4,15882,5,20908,7,14354,5,5872,2,5795,2,15788,5
E01004058,Southwark 008C,26547,9,31723,10,32778,10,32321,10,25686,8,12790,4,7904,3,9984,4
E01004059,Southwark 008D,16765,6,30366,10,32446,10,24372,8,17376,6,1662,1,6504,2,3330,2
E01004060,Southwark 008E,7088,3,8088,3,12741,4,15544,5,8028,3,9622,3,3441,2,1203,1
E01004061,Southwark 025A,13156,5,16219,5,18963,6,26379,9,19200,6,1394,1,7736,3,5675,2
E01004062,Southwark 025B,8321,3,7784,3,13855,5,17993,6,10692,4,3172,1,3740,2,6651,3
E01004063,Southwark 025C,9345,3,10668,4,13458,5,30512,10,7560,3,1328,1,8870,3,5969,2
E01004064,Southwark 026D,7778,3,6245,2,9695,3,16648,6,11117,4,4319,2,5431,2,8484,3
E01004065,Southwark 025D,15020,5,14937,5,16419,5,29417,9,12331,4,10147,4,12689,4,4672,2
E01004066,Southwark 025E,11418,4,9075,3,10493,4,23513,8,19130,6,8760,3,5662,2,9401,3
E01004067,Southwark 022E,5696,2,7308,3,11514,4,19049,6,17044,6,225,1,2590,1,2123,1
E01004068,Southwark 026E,6118,2,4890,2,5343,2,17283,6,8460,3,6271,2,4682,2,10809,4
E01004069,Southwark 031A,25346,8,32304,10,32515,10,31860,10,30315,10,3438,2,23386,8,5954,2
E01004070,Southwark 031B,20902,7,17172,6,21180,7,32018,10,23683,8,16529,6,12415,4,7570,3
E01004071,Southwark 030D,15938,5,10465,4,16142,5,27024,9,15106,5,22738,7,9496,3,9826,3
E01004072,Southwark 030E,25533,8,26019,8,26939,9,31643,10,28838,9,12498,4,20772,7,6047,2
E01004073,Southwark 031C,26350,9,23518,8,29697,10,32346,10,28167,9,18841,6,19223,6,5967,2
E01004074,Southwark 031D,24794,8,27888,9,31152,10,32722,10,30032,10,7996,3,22088,7,3420,2
E01004075,Southwark 031E,26265,8,32337,10,32268,10,32738,10,30853,10,6302,2,27144,9,3758,2
E01004076,Sutton 011A,15853,5,14119,5,15873,5,18111,6,22932,7,17990,6,3901,2,13883,5
E01004077,Sutton 011B,20472,7,19721,7,22705,7,17887,6,23052,8,12252,4,9924,4,15712,5
E01004078,Sutton 011C,18343,6,16521,6,20002,7,16875,6,20970,7,18776,6,7409,3,13090,4
E01004079,Sutton 011D,26349,9,28593,9,26108,8,26429,9,28483,9,9842,3,15946,5,15723,5
E01004080,Sutton 011E,24684,8,24213,8,22980,7,24788,8,28429,9,16210,5,9063,3,20246,7
E01004081,Sutton 011F,21699,7,18731,6,19302,6,20526,7,21530,7,26301,9,14014,5,13425,5
E01004082,Sutton 011G,30200,10,27036,9,27983,9,23620,8,30618,10,24237,8,26907,9,18357,6
E01004083,Sutton 019A,3200,1,2001,1,2257,1,4024,2,4944,2,9812,3,8304,3,26224,8
E01004084,Sutton 024A,29715,10,28395,9,29951,10,30441,10,31049,10,25522,8,8837,3,21574,7
E01004085,Sutton 024B,26443,9,28442,9,26143,8,29143,9,30753,10,17500,6,4035,2,27262,9
E01004086,Sutton 019B,18662,6,14012,5,18215,6,20068,7,23395,8,8959,3,16252,5,18248,6
E01004087,Sutton 017A,29772,10,27201,9,26677,9,29496,9,28734,9,19911,7,18084,6,24034,8
E01004088,Sutton 019C,3420,2,2311,1,2498,1,2920,1,8618,3,6536,2,8279,3,27927,9
E01004089,Sutton 019D,5694,2,5729,2,4272,2,8327,3,3900,2,14767,5,4818,2,24876,8
E01004090,Sutton 021A,6100,2,4290,2,4047,2,6886,3,11001,4,27037,9,4301,2,17531,6
E01004091,Sutton 022A,30940,10,30600,10,29570,10,30049,10,31102,10,32792,10,8126,3,28255,9
E01004092,Sutton 022B,27650,9,31470,10,29913,10,31694,10,31913,10,14845,5,6305,2,15617,5
E01004093,Sutton 025A,30099,10,29409,9,27759,9,31607,10,29881,10,22022,7,12508,4,23265,8
E01004094,Sutton 025B,31028,10,28251,9,28680,9,29147,9,27590,9,29414,9,22807,7,19281,6
E01004095,Sutton 025C,29884,10,31210,10,25167,8,31853,10,28572,9,29831,10,13421,5,16799,6
E01004096,Sutton 021B,15331,5,14259,5,16931,6,23761,8,20077,7,20912,7,4578,2,5198,2
E01004097,Sutton 015A,30702,10,26931,9,29231,9,29606,10,30138,10,22377,7,23170,8,19728,7
E01004098,Sutton 015B,29482,9,23733,8,30465,10,29575,10,26880,9,22329,7,25056,8,15088,5
E01004099,Sutton 015C,13483,5,9649,3,12294,4,23669,8,13976,5,9133,3,16050,5,11604,4
E01004100,Sutton 015D,27872,9,22111,7,25086,8,27189,9,30005,10,18860,6,25835,8,16553,6
E01004101,Sutton 013A,30821,10,29850,10,30504,10,25385,8,30678,10,23523,8,24890,8,15796,5
E01004102,Sutton 015E,23530,8,25664,8,16901,6,26326,9,24537,8,11379,4,20927,7,16480,6
E01004103,Sutton 013B,26783,9,23098,8,26770,9,27130,9,26909,9,26194,8,17995,6,10100,4
E01004104,Sutton 020A,31420,10,30351,10,30022,10,29671,10,31414,10,25252,8,25091,8,14937,5
E01004105,Sutton 022C,30436,10,25435,8,25400,8,30295,10,31158,10,25728,8,26198,8,19787,7
E01004106,Sutton 022D,32179,10,32302,10,31378,10,31903,10,32282,10,26520,9,16095,5,23753,8
E01004107,Sutton 020B,21595,7,16560,6,16784,6,21629,7,21725,7,25375,8,18165,6,17721,6
E01004108,Sutton 024C,20903,7,21645,7,25153,8,22324,7,24781,8,10927,4,5186,2,16060,5
E01004109,Sutton 024D,19191,6,13189,5,13190,5,17647,6,21588,7,26264,8,18662,6,24077,8
E01004110,Sutton 016A,25524,8,20848,7,22436,7,26560,9,27329,9,27837,9,17960,6,11931,4
E01004111,Sutton 016B,23943,8,20782,7,23223,8,26598,9,17446,6,16800,6,20402,7,17139,6
E01004112,Sutton 016C,32340,10,31252,10,31324,10,32250,10,31122,10,23615,8,22612,7,24766,8
E01004114,Sutton 025D,30843,10,31866,10,32378,10,30726,10,31686,10,29338,9,6180,2,26896,9
E01004115,Sutton 009A,29262,9,25811,8,30057,10,22125,7,31217,10,24512,8,17643,6,18597,6
E01004116,Sutton 008A,29001,9,22353,7,27661,9,26017,8,28198,9,24022,8,22119,7,21588,7
E01004117,Sutton 006A,31456,10,32237,10,31707,10,22620,7,28423,9,29417,9,22201,7,19139,6
E01004118,Sutton 009B,24781,8,20631,7,23670,8,22465,7,22646,7,20727,7,20252,7,16330,5
E01004119,Sutton 009C,25024,8,28777,9,29068,9,16055,5,26542,9,8125,3,20644,7,15548,5
E01004120,Sutton 016D,30753,10,30333,10,29410,9,23350,8,31211,10,20625,7,26520,9,18986,6
E01004121,Sutton 006B,26686,9,22024,7,25653,8,26713,9,28041,9,15871,5,20509,7,17043,6
E01004122,Sutton 008B,30197,10,29750,10,27320,9,28876,9,26938,9,23252,8,21932,7,17732,6
E01004123,Sutton 002A,8947,3,10092,4,12209,4,13407,5,16990,6,5396,2,7485,3,1937,1
E01004124,Sutton 002B,11900,4,9124,3,9739,3,8253,3,20806,7,25642,8,10476,4,11637,4
E01004125,Sutton 001A,7232,3,6744,3,8848,3,8914,3,12159,4,4789,2,9035,3,6124,2
E01004126,Sutton 002C,7374,3,5864,2,8497,3,7120,3,14851,5,6135,2,8627,3,9181,3
E01004127,Sutton 005A,14552,5,15674,5,15031,5,11687,4,16458,6,10776,4,11340,4,11134,4
E01004128,Sutton 002D,11588,4,10157,4,10187,4,9696,3,13339,5,29600,10,8271,3,10812,4
E01004129,Sutton 002E,6218,2,5682,2,7405,3,5720,2,10266,4,8748,3,6177,2,8204,3
E01004130,Sutton 003A,24239,8,21829,7,26337,9,20150,7,26982,9,16232,5,15549,5,13436,5
E01004131,Sutton 003B,23157,8,21913,7,22085,7,18784,6,22124,7,23790,8,15514,5,13223,5
E01004132,Sutton 009D,28726,9,29147,9,31531,10,19357,6,29802,10,18702,6,18611,6,15775,5
E01004133,Sutton 009E,28894,9,27941,9,30008,10,18842,6,28035,9,25068,8,20949,7,16079,5
E01004134,Sutton 003C,22364,7,19772,7,21086,7,19131,6,24926,8,20078,7,20954,7,9822,3
E01004135,Sutton 003D,27624,9,26911,9,27262,9,16519,6,27274,9,17486,6,24893,8,20294,7
E01004136,Sutton 003E,26564,9,25569,8,23640,8,19030,6,25822,8,21831,7,22250,7,17179,6
E01004137,Sutton 012A,17926,6,18115,6,20804,7,28847,9,19686,6,4790,2,14494,5,7641,3
E01004138,Sutton 013C,19774,7,17362,6,20371,7,18718,6,24885,8,21041,7,15155,5,6453,2
E01004139,Sutton 013D,24997,8,22882,7,24226,8,26393,9,25527,8,18051,6,17656,6,11380,4
E01004140,Sutton 012B,6273,2,5824,2,7371,3,12687,4,4794,2,10076,4,5446,2,7661,3
E01004141,Sutton 012C,13497,5,9225,3,11077,4,19852,7,17112,6,11838,4,11141,4,17955,6
E01004142,Sutton 012D,10196,4,6240,2,11682,4,15856,5,12228,4,14012,5,5328,2,14647,5
E01004143,Sutton 014A,22419,7,18862,6,22761,7,25019,8,24762,8,20820,7,16247,5,7882,3
E01004144,Sutton 007A,26088,8,22770,7,26824,9,25994,8,29088,9,17496,6,14184,5,14603,5
E01004145,Sutton 007B,21863,7,18197,6,23580,8,20938,7,26684,9,14531,5,12951,4,13181,5
E01004146,Sutton 007C,21632,7,21064,7,22046,7,22135,7,23777,8,19526,6,12308,4,8354,3
E01004147,Sutton 007D,25229,8,22616,7,23730,8,22661,7,23015,8,19534,6,17227,6,18550,6
E01004148,Sutton 014B,11799,4,8001,3,11644,4,13613,5,22155,7,16539,6,6198,2,11272,4
E01004149,Sutton 012E,24557,8,23284,8,23417,8,21980,7,24609,8,20431,7,15092,5,14172,5
E01004150,Sutton 021C,13054,4,9172,3,11267,4,21846,7,13321,5,23835,8,6919,3,13286,5
E01004151,Sutton 021D,19066,6,20656,7,19091,6,27610,9,13057,4,21862,7,5481,2,13626,5
E01004152,Sutton 018A,19010,6,14708,5,21060,7,21363,7,21212,7,18619,6,10843,4,10375,4
E01004153,Sutton 021E,20936,7,18727,6,24109,8,26285,9,23772,8,19416,6,5166,2,12075,4
E01004154,Sutton 022E,30626,10,29315,9,25601,8,32109,10,30797,10,27890,9,16675,6,20541,7
E01004155,Sutton 018B,26924,9,25850,8,29236,9,29408,9,24540,8,25169,8,6932,3,17778,6
E01004156,Sutton 018C,25793,8,24463,8,30501,10,30909,10,25059,8,12426,4,10666,4,14414,5
E01004157,Sutton 016E,32021,10,31523,10,32117,10,30142,10,29888,10,26527,9,24406,8,17070,6
E01004158,Sutton 018D,27179,9,23572,8,25754,8,30250,10,26649,9,26360,9,13253,5,14478,5
E01004159,Sutton 014C,19763,7,17773,6,20217,7,15407,5,24627,8,19106,6,12137,4,11584,4
E01004160,Sutton 014D,25344,8,21663,7,24724,8,26557,9,26583,9,25174,8,15885,5,10514,4
E01004161,Sutton 014E,27062,9,28254,9,26993,9,21458,7,27463,9,24134,8,8634,3,20830,7
E01004162,Sutton 018E,22768,7,18499,6,21874,7,31057,10,17511,6,16934,6,15607,5,16510,6
E01004163,Sutton 005B,19347,6,18708,6,21074,7,15887,5,25932,8,12012,4,17851,6,7198,3
E01004164,Sutton 004A,22050,7,28295,9,26631,9,18457,6,22703,7,13821,5,16592,6,4391,2
E01004165,Sutton 005C,17583,6,16212,5,16029,5,19989,7,15013,5,11600,4,19075,6,13099,4
E01004166,Sutton 004B,22837,7,19502,6,19030,6,26156,8,23106,8,17276,6,16973,6,16222,5
E01004167,Sutton 005D,7353,3,3977,2,7423,3,8712,3,8513,3,11693,4,13618,5,17211,6
E01004168,Sutton 013E,26183,8,28186,9,26729,9,16696,6,24696,8,14050,5,24451,8,15910,5
E01004169,Sutton 004C,9475,3,6967,3,10685,4,12624,4,15671,5,14039,5,3828,2,10406,4
E01004170,Sutton 017B,24245,8,22058,7,26531,9,27240,9,28088,9,20164,7,19014,6,5018,2
E01004171,Sutton 010A,29030,9,27503,9,28624,9,25614,8,27384,9,18298,6,22580,7,16661,6
E01004172,Sutton 010B,13642,5,8186,3,9791,3,22069,7,19906,7,17786,6,13206,5,13610,5
E01004173,Sutton 010C,20426,7,18307,6,15687,5,21130,7,22432,7,16337,5,20353,7,13634,5
E01004174,Sutton 017C,16717,6,16180,5,11667,4,22997,8,21235,7,13824,5,15033,5,9354,3
E01004175,Sutton 010D,23458,8,21221,7,19386,6,20568,7,25608,8,29606,10,9916,4,19698,6
E01004176,Sutton 010E,22267,7,20655,7,20751,7,25522,8,24223,8,14657,5,15902,5,10952,4
E01004177,Sutton 020C,15288,5,11485,4,13833,5,23303,8,13690,5,16966,6,15181,5,9806,3
E01004178,Sutton 017D,16834,6,13806,5,17690,6,24856,8,19584,6,14530,5,14228,5,5346,2
E01004179,Sutton 017E,28027,9,27108,9,29025,9,27935,9,30243,10,20032,7,15418,5,11198,4
E01004180,Sutton 020D,30475,10,27661,9,26451,9,29997,10,31282,10,23401,8,18739,6,23270,8
E01004181,Sutton 020E,17510,6,15269,5,13387,5,25697,8,19816,7,27792,9,8973,3,9145,3
E01004182,Sutton 019E,10724,4,6729,3,7479,3,16718,6,19432,6,19097,6,10731,4,9737,3
E01004183,Sutton 001B,8769,3,6624,3,9715,3,7163,3,12972,4,11451,4,11201,4,10126,4
E01004184,Sutton 001C,8136,3,6591,3,7754,3,8889,3,19074,6,7243,3,6438,2,10766,4
E01004185,Sutton 001D,3424,2,2925,1,2662,1,6489,2,9764,3,5536,2,2605,1,14681,5
E01004186,Sutton 004D,20200,7,17933,6,20705,7,22097,7,24129,8,13501,5,14937,5,9153,3
E01004187,Sutton 005E,12367,4,12891,4,14183,5,11838,4,11843,4,15381,5,6508,2,10429,4
E01004188,Sutton 004E,19972,7,15412,5,20789,7,17388,6,26123,8,17576,6,15057,5,11331,4
E01004189,Sutton 001E,8713,3,8357,3,6801,3,8762,3,17491,6,9476,3,9414,3,9029,3
E01004190,Sutton 008C,30846,10,28616,9,31360,10,25305,8,30929,10,22988,7,22635,7,18559,6
E01004191,Sutton 008D,27350,9,24576,8,27043,9,20207,7,31307,10,20199,7,19943,7,15398,5
E01004192,Sutton 006C,22933,7,19331,6,20227,7,18027,6,25571,8,25286,8,14712,5,17293,6
E01004193,Sutton 006D,21744,7,16941,6,24301,8,16393,5,29139,9,22958,7,6430,2,21823,7
E01004194,Sutton 008E,23291,8,20874,7,19713,7,24576,8,24351,8,18009,6,14272,5,17490,6
E01004195,Sutton 006E,25116,8,21813,7,28128,9,21992,7,27618,9,15962,5,17404,6,12488,4
E01004196,Sutton 008F,29706,10,26404,9,29073,9,25987,8,28026,9,25480,8,18262,6,19760,7
E01004197,Tower Hamlets 002A,9298,3,7712,3,12036,4,22841,7,9948,4,6179,2,9220,3,4039,2
E01004198,Tower Hamlets 002B,3698,2,3129,1,5199,2,10543,4,3188,1,2511,1,8165,3,8212,3
E01004199,Tower Hamlets 002C,3280,1,2324,1,4585,2,7105,3,10109,4,1104,1,7026,3,6942,3
E01004200,Tower Hamlets 005A,9443,3,11413,4,20962,7,29328,9,10726,4,8210,3,5133,2,31,1
E01004201,Tower Hamlets 002D,10249,4,6612,3,11207,4,18721,6,13299,5,11350,4,8285,3,8215,3
E01004202,Tower Hamlets 005B,10499,4,10362,4,17326,6,25709,8,10302,4,2523,1,7616,3,5034,2
E01004203,Tower Hamlets 005C,8880,3,9119,3,14961,5,20447,7,9530,3,1884,1,7437,3,5027,2
E01004204,Tower Hamlets 005D,6274,2,4625,2,7539,3,13484,5,6251,2,6840,3,9538,3,6614,3
E01004205,Tower Hamlets 013A,4905,2,3626,2,5378,2,10571,4,5942,2,6033,2,6903,3,9129,3
E01004206,Tower Hamlets 013B,3446,2,1804,1,4234,2,9678,3,6290,2,3262,1,6891,3,10562,4
E01004207,Tower Hamlets 011A,5973,2,6101,2,6978,3,13523,5,9847,3,3435,2,7253,3,3675,2
E01004208,Tower Hamlets 013C,10715,4,13795,5,22005,7,24783,8,20530,7,1740,1,5143,2,1031,1
E01004209,Tower Hamlets 011B,3602,2,2205,1,5408,2,10662,4,8647,3,1033,1,6743,3,8019,3
E01004211,Tower Hamlets 013D,7276,3,9307,3,13898,5,28428,9,6611,3,967,1,4933,2,2990,1
E01004212,Tower Hamlets 011D,10838,4,11068,4,17924,6,18714,6,10985,4,5486,2,5212,2,5284,2
E01004214,Tower Hamlets 030A,5686,2,3414,2,4194,2,5630,2,9269,3,18400,6,9451,3,18099,6
E01004215,Tower Hamlets 028A,16624,6,12145,4,20511,7,21425,7,16782,6,25689,8,6190,2,9191,3
E01004216,Tower Hamlets 030B,19837,7,15389,5,22731,7,23592,8,11721,4,26777,9,9185,3,18895,6
E01004217,Tower Hamlets 030C,12388,4,9317,3,12248,4,21861,7,11936,4,8484,3,9574,3,16455,6
E01004218,Tower Hamlets 030D,21427,7,16573,6,21043,7,26821,9,22346,7,12443,4,12459,4,19847,7
E01004219,Tower Hamlets 028B,6380,2,5543,2,12352,4,16897,6,11065,4,1794,1,3637,2,4166,2
E01004221,Tower Hamlets 028D,15260,5,10971,4,17069,6,23740,8,8017,3,20961,7,10706,4,15559,5
E01004222,Tower Hamlets 001A,4966,2,3106,1,5237,2,9363,3,7130,3,5456,2,8356,3,12586,4
E01004223,Tower Hamlets 001B,5705,2,4442,2,7078,3,12417,4,8818,3,2182,1,10129,4,7611,3
E01004224,Tower Hamlets 001C,7452,3,6489,2,11423,4,14208,5,5938,2,3579,2,8201,3,9275,3
E01004225,Tower Hamlets 004A,13671,5,19542,6,28102,9,23642,8,17872,6,17255,6,4747,2,20,1
E01004226,Tower Hamlets 001D,8684,3,5264,2,10317,4,13495,5,15260,5,4425,2,7853,3,15882,5
E01004228,Tower Hamlets 003A,12849,4,12809,4,15277,5,19476,6,12539,4,3978,2,12614,4,10481,4
E01004229,Tower Hamlets 004C,10339,4,7797,3,11854,4,19356,6,12328,4,8527,3,7940,3,7730,3
E01004230,Tower Hamlets 003B,9165,3,7710,3,11941,4,15802,5,11603,4,4262,2,9135,3,7317,3
